A challenging approach for renewable energy market development|DnB_8RX8SwIJ|https://www.sciencedirect.com/science/article/pii/S1364032110003345|CH Liao, HH Ou, SL Lo, PT Chiueh, YH Yu|... and Sustainable Energy ...|2011|Elsevier|... to impose external costs, â€¢ Inefficient producers which cause more resource wasted can also enter the energy market â€¢ Failure to impose external costs, â€¢ Only focus on â€œmajorâ€� players: high technical, and financial are barriers for small-sized projects â€¢ Local energy producers are ...|47|26|2020-06-06|local+energy+market
Stochastic programming and market equilibrium analysis of microgrids energy management systems|65R-Rpgc8U0J|https://www.sciencedirect.com/science/article/pii/S0360544216309859|MC Hu , SY Lu, YH Chen|Energy|2016|Elsevier|... better local energy supply, and reduces transmission loss and greenhouse gas emission. Because the uncertainty in energy demand affects the energy demand and supply system, the aim of this research is to develop a stochastic optimization and its market equilibrium for ...|35|28|2020-06-06|local+energy+market
The energy market in Norway and Sweden: Introduction|5lO96qvKV9IJ|https://ieeexplore.ieee.org/abstract/document/655587/|RD Christie, I Wangensteen|IEEE Power Engineering Review|1998|ieeexplore.ieee.org|... There are 230 distribution companies owned by local governments in Norway and 270 in Sweden, some of which also own generation ... History of Deregulation: Deregulation in Norway was created by the Energy Act of June 1990. Market operation started in May, 1992 ...|36|27|2020-06-06|local+energy+market
... brand management in the energy sector-A research proposal and first empirical hints Part 2: Concept and results of an empirical study in the German energy market|hx6R_2TWogsJ|https://link.springer.com/article/10.1057/palgrave.bm.2540216|KP Wiedmann|Journal of Brand Management|2005|Springer|... Local branding in the energy market for commercial enterprise customers These results give reason to believe that an effective corporate branding strategy should not be based on those factors which local utility companies very often point out in their com- munications strategies ...|29|29|2020-06-06|local+energy+market
Tangible and fungible energy : Hybrid energy market and currency system for total energy management. A Masdar City case study|CTKM0SPIsooJ|https://www.sciencedirect.com/science/article/pii/S0301421509008994|S Sgouridis , S Kennedy|Energy Policy|2010|Elsevier|... If the CEA receives no surplus ergos then the local generation is only just sufficient to meet the city demand ... A r + e f r , n where q r are the new ergos delivered to subscriber r, EC is the expected consumption of visitors, export energy , and forward market matured obligations ...|29|30|2020-06-06|local+energy+market
Market penetration analysis of hydrogen vehicles in Norwegian passenger transport towards 2050|BK-NBW19hS0J|https://www.sciencedirect.com/science/article/pii/S0360319910008554|E Rosenberg, A Fidje, KA Espegren , C Stiller...|... of Hydrogen Energy|2010|Elsevier|... However, the deployment will require continued technological progress, cost reductions from volume production, and policies to support the introduction of HFCVs into the market . The analysis shows the importance of the availability of local energy resources for hydrogen ...|55|31|2020-06-06|local+energy+market
Solar water heating potential in South Africa in dynamic energy market conditions|T9TuqIXVPgEJ|https://www.sciencedirect.com/science/article/pii/S1364032112000779|G Donev, WG van Sark , K Blok , O Dintchev|... and Sustainable Energy ...|2012|Elsevier|... The market only recovered in the recent years in line with the changed conditions in the local energy market and the emerging electricity crisis in the country. A more recent study of the South African solar water heating market was conducted in 2009 for ESKOM Distribution [18] ...|33|32|2020-06-06|local+energy+market
Integrative energy market as system integrator of decentralized generators|dBs8dKHHEaYJ|https://ieeexplore.ieee.org/abstract/document/6254718/|R Hollinger , T Erge|... on the European Energy Market|2012|ieeexplore.ieee.org|... to be significant. Especially there was some â€œcounteractingâ€� between the overall local energy management system and the eTelligence gateway trying to adjust CHP operation according to the market&#39;s needs. Because of the ...|11|33|2020-06-06|local+energy+market
Shale gas: Analysis of its role in the global energy market|GJi3kB7gY8UJ|https://www.sciencedirect.com/science/article/pii/S1364032114003189|M Melikoglu|Renewable and Sustainable Energy Reviews|2014|Elsevier|... in Southern China the following problems lay in front of international and local investors: the ... In 2013, the US Secretary of Energy , Ernest Moniz, stated that the US have a ... shale gas, have the most mature natural gas infrastructure in terms of pipelines, market structures, trading ...|131|34|2020-06-06|local+energy+market
The renewable energy market in Brazil: Current status and potential|u8aQuu_GHHgJ|https://www.sciencedirect.com/science/article/pii/S1364032112002079|MG Pereira , CF Camacho, MAV Freitas...|... and Sustainable Energy ...|2012|Elsevier|... Volume 16, Issue 6, August 2012, Pages 3786-3802. Renewable and Sustainable Energy Reviews. The renewable energy market in Brazil: Current status and potential ... Keywords. Renewable energy . Energy market . Energy planning. Brazil. 1. Introduction ...|180|37|2020-06-06|local+energy+market
Physical characterization of commercial woodchips on the Italian energy market|GShH2gJPuOIJ|https://www.sciencedirect.com/science/article/pii/S001623611100069X|R Spinelli , C Nati, L Sozzi, N Magagnotti , G Picchi|Fuel|2011|Elsevier|... failure of the ARBRE project, also related to technical problems with the available local fuels [39 ... to fuel handling efficiency [17], to its drying and reaction rate [30], to the energy required for ... This sample was meant to represent a cross-section of the Italian fuel chip market , and the ...|72|35|2020-06-06|local+energy+market
Local labor market impacts of energy boom-bust-boom in Western Canada|ptXglrWXzREJ|https://www.sciencedirect.com/science/article/pii/S0094119011000337|J Marchand|Journal of Urban Economics|2012|Elsevier|The impacts of energy price boom and bust are analyzed through the differential growth in employment and earnings between local labor markets with and without energy resources in Western Canada. The estimated differentials attributed to the boom-induced labor demand ...|197|36|2020-06-06|local+energy+market
Solar energy market developments in India|BGHn0I_yK-QJ|https://www.sciencedirect.com/science/article/pii/S1364032116300600|SK Kar, A Sharma , B Roy|Renewable and sustainable energy reviews|2016|Elsevier|... output efficiencies and ability to be utilized in a variety of locations [3]. Renewable energy like solar is particularly well suited to situations where either household systems or local grids can serve ... The pace of solar energy market development in India found to be slow in the past ...|48|39|2020-06-06|local+energy+market
Real-time pricing for aggregates energy resources in the Italian energy market|yLH9BVkOgJYJ|https://www.sciencedirect.com/science/article/pii/S0360544215005939|S Favuzza , G Galioto, MG Ippolito, F Massaro ...|Energy|2015|Elsevier|... set of end-users, with similar consumption habits, characterized by the same maximum contracted energy and the same typology of local renewable energy production system. The energy district manager is the aggregator and it can operate on the energy market ...|18|38|2020-06-06|local+energy+market
Optimal design of CHP systems for housing complexes involving weather and electric market variations|CiK-YZQtcKYJ|https://www.sciencedirect.com/science/article/pii/S1359431115007711|LF Fuentes-Cortés , A Ávila-Hernández...|Applied Thermal ...|2015|Elsevier|... Variations in the local energy market and weather conditions are considered. • The ... Previous analysis, as proposed by Åberg et al. [25] and Lund and Andersen [26], have explored variations in prices of local energy market . The ...|26|40|2020-06-06|local+energy+market
Renewable energy policies and market developments|G3k-LmH9kGUJ|https://netenergy.ch/fileadmin/webmaster/dokumente/Archiv_Studien/Renewable_Energy_Policies_and_Market_Developments.pdf|AL Van Dijk, LWM Beurskens, MG Boots...|ECN|2003|netenergy.ch|... 2.1.5 Impacts of shifting priorities on the renewable energy market The environmental benefits ... For a secure continuation of support of renewable energy renewable energy targets should ... From a national perspective, local development through employment creation has been a ...|52|41|2020-06-06|local+energy+market
Optimal bidding strategy for a DER aggregator in the day-ahead market in the presence of demand flexibility|3-mEHuKmQK0J|https://ieeexplore.ieee.org/abstract/document/8345707/|M Di Somma , G Graditi, P Siano|IEEE Transactions on ...|2018|ieeexplore.ieee.org|... This player behaves as an energy aggregator, which manages energy and financial interactions between the market and DER organized in local energy systems (LES), which are in charge to satisfy the multienergy demand of a set of building clusters with flexible demand ...|46|42|2020-06-06|local+energy+market
Emissions reduction and economic implications of renewable energy market penetration of power generation for residential consumption in the MENA region|3Jdz5Q8yJ70J|https://www.sciencedirect.com/science/article/pii/S0301421512008737|M El Fadel , G Rachid , R El-Samra , GB Boutros...|Energy Policy|2013|Elsevier|... Elsevier. Energy Policy. Volume 52, January 2013, Pages 618-627. Energy Policy. Emissions reduction and economic implications of renewable energy market penetration of power generation for residential consumption in the MENA region ...|36|44|2020-06-06|local+energy+market
Transmission dispatch and congestion management in the emerging energy market structures|3JbAIVk01qoJ|https://ieeexplore.ieee.org/abstract/document/736292/|D Shirmohammadi , B Wollenberg ...|... on Power Systems|1998|ieeexplore.ieee.org|... Local controls - Reactive sources maintaining local voltage levels - Phase-shifters maintaining scheduled MW flows - HVDC links maintaining scheduled MW flows - Area interchange controls ... â€œTechnical Issues, Methods and Tools in Emerging Energy Market Structuresâ€�, EPRI ...|185|43|2020-06-06|local+energy+market
A closed-loop energy price controlling method for real-time energy balancing in a smart grid energy market|SaTeAMzKqVoJ|https://www.sciencedirect.com/science/article/pii/S0360544213005744|BB Alagoz , A Kaygusuz , M Akcin, S Alagoz|Energy|2013|Elsevier|... renewable energy sources decrease consumers&#39; energy demand from the grid [2], [3], [4], [5], [6]. In the near future, local power grids will ... This diversity in energy market participants will make future smart grids more volatile in terms of energy supply due to fluctuations and ...|31|45|2020-06-06|local+energy+market
Regulating effect of the energy market -Theoretical and empirical analysis based on a novel energy pricesâ€“ energy supplyâ€“economic growth dynamic system|VKt45aFgu1IJ|https://www.sciencedirect.com/science/article/pii/S0306261915007461|M Wang , L Tian|Applied Energy|2015|Elsevier|... Regulating effect of the energy market -Theoretical and empirical analysis based on a novel energy pricesâ€“ energy supplyâ€“economic growth dynamic system ... Abstract. It is known that the invisible hand â€“ energy market can reflect the energy price ...|39|46|2020-06-06|local+energy+market
Energy policy and energy market performance: The Argentinean case|zNigaLrRjgAJ|https://www.sciencedirect.com/science/article/pii/S0301421511003053|M Recalde|Energy Policy|2011|Elsevier|... associated to the local availability of NG at low prices during the nineties and the strategies of private producers (Pistonesi, 2001). From Fig. 2 it is clear that Renewable Energy Technologies (RETs) 3 have not yet succeeded to enter in the Argentinean Wholesale Market ...|24|47|2020-06-06|local+energy+market
Local electricity market design for the coordination of distributed energy resources at district level|EBdFshFJHJoJ|https://ieeexplore.ieee.org/abstract/document/7028888/|M Ampatzis, PH Nguyen , W Kling|IEEE PES innovative smart ...|2014|ieeexplore.ieee.org|The increasing penetration of distributed energy resources at the distribution grid level creates concerns about their successful integration in the existing electric grid, designed for centralized generation by large power plants. Failure to the proper integration of distributed ...|51|48|2020-06-06|local+energy+market
Stochastic optimization of energy hub operation with consideration of thermal energy market and demand response|nEk-_1joRTkJ|https://www.sciencedirect.com/science/article/pii/S0196890417303941|MJ Vahid-Pakdel , S Nojavan ...|energy Conversion and ...|2017|Elsevier|... Stochastic optimization of energy hub operation with consideration of thermal energy market and demand response ... Simulation results shows that hub&#39;s operation cost reduces up to 4.8% by enabling the option of using thermal energy market for meeting heat demand ...|121|49|2020-06-06|local+energy+market
A tool for creating energy market scenarios for evaluation of investments in energy intensive industry|B7iFrHyz-BMJ|https://www.sciencedirect.com/science/article/pii/S0360544208002065|E Axelsson, S Harvey , T Berntsson|Energy|2009|Elsevier|... For regions with a similar energy market , user input can be adjusted to local conditions, eg concerning policy instruments. If the energy market differs significantly from the Swedish/European, changes in parameters for the marginal technologies etc. might be needed ...|80|50|2020-06-06|local+energy+market
Forecasting electricity prices for a day-ahead pool-based electric energy market|MMNTtRYM5HUJ|https://www.sciencedirect.com/science/article/pii/S0169207004001311|AJ Conejo , J Contreras , R Espínola...|International journal of ...|2005|Elsevier|... of hydro energy stored in reservoirs is a variable of interest for electric energy markets with ... in the Englandâ€“Wales pool (Ramsay &amp; Wang, 1998), the Australian market (Szkuta, Sanabria ... To avoid local minima, the optimization is initialized from different initial solutions and rerun ...|574|51|2020-06-06|local+energy+market
Liberating the power of energy services and ESCOs in a liberalised energy market|XMKQzWugbL8J|http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.539.6886&amp;rep=rep1&amp;type=pdf|P Bertoldi , M Hinnells, S Rezessy|Proceeding of the International Energy ...|2006|Citeseer|... or templates would be useful, â€¢ Surestart could be a good model for a national framework for development of local services 2. â€¢ The consumer appetite for energy services is low, and the deals that suppliers offer largely do not meet consumer wishes. In this market condition it ...|32|52|2020-06-06|local+energy+market
Transactive energy market in distribution systems: A case study of energy trading between transactive nodes|7fQ4GvwEq8sJ|https://ieeexplore.ieee.org/abstract/document/7747895/|SM Sajjadi , P Mandal , TLB Tseng...|2016 North American ...|2016|ieeexplore.ieee.org|... In the centralized planning of the distribution systems, local decisions are usually made centrally [1]. However, in decentralized planning of the distribution systems, all ... There are a lot of research work going on planning of the distribution systems in centralized energy market ...|26|53|2020-06-06|local+energy+market
Short-term Self-Scheduling of Virtual Energy Hub Plant within Thermal Energy Market|AmjW8JvlEDQJ|https://ieeexplore.ieee.org/abstract/document/9032308/|M Jadidbonab , B Mohammadi-Ivatloo ...|IEEE Transactions ...|2020|ieeexplore.ieee.org|... By the advent of the local thermal energy market in many countries, energy hubs&#39; scheduling becomes more prominent. In ... strategy. For effective participation of the renewable- based VEH plant in the local energy market , compressed ...|1|54|2020-06-06|local+energy+market
Dynamic filter weights neural network model integrated with differential evolution for day-ahead price forecasting in energy market|Ve_3WmiIGrMJ|https://www.sciencedirect.com/science/article/pii/S0957417411003629|S Chakravarty , PK Dash|Expert Systems with Applications|2011|Elsevier|... Forecasting accuracy is within 3%. Previous article in issue; Next article in issue. Keywords. Dynamic filter weights neuron. Energy market . Sliding mode control. Local linear wavelet neural network. Differential evolution. 1. Introduction ...|16|55|2020-06-06|local+energy+market
Combined heat and power in a liberalised energy market|uank9BTfUJUJ|https://www.sciencedirect.com/science/article/pii/S0196890407000969|M De Paepe , D Mertens|Energy Conversion and Management|2007|Elsevier|... Not only pure financial or market related parameters influence the economics of cogeneration ... On the other hand, it is not certain whether this extra energy can be recuperated as ... depend on both the characteristics of the heat recovery steam generator and the local heat demand ...|46|56|2020-06-06|local+energy+market
Modeling energy market dynamics using discrete event system simulation|wzHFrrFndL4J|https://www.sciencedirect.com/science/article/pii/S0360544209002540|G Gutiérrez-Alcaraz , GB Sheblé|Energy|2009|Elsevier|... global or local energy planning in an effort to better understand the interplay between the macro-economy and energy use. Generally, these models focus on a long-term planning horizon and their underlying methodology is based on macro-economic approaches and market ...|17|57|2020-06-06|local+energy+market
Competition in the market for space heating. District heating as the infrastructure for competition among fuels and technologies|ZzrpDlxDiqgJ|https://www.sciencedirect.com/science/article/pii/S0301421502000666|PE Grohnheit, BOG Mortensen|Energy policy|2003|Elsevier|... Thus, limiting the consumers&#39; choice on the local level-eg by regulation in the form of zoning that requires the use of particular heating systems, in particular district heating-will add to competition on the energy market as a whole ...|107|60|2020-06-06|local+energy+market
An intelligent auction scheme for smart grid market using a hybrid immune algorithm|KNMYR2Vm1xwJ|https://ieeexplore.ieee.org/abstract/document/5675685/|B Ramachandran, SK Srivastava ...|IEEE Transactions ...|2010|ieeexplore.ieee.org|... In order to make full use of operations facilitated by a group of DGs, the controller of each unit participating in the energy market should have intelligence in order to make ... Smart Grids refer to a system that enables small producers to generate and sell electricity at the local level ...|186|58|2020-06-06|local+energy+market
Demand response: Social welfare maximization in an unbundled energy market case study for the low-voltage networks of a distribution network operator in the ...|I1z8EbvXHc8J|https://ieeexplore.ieee.org/abstract/document/7565746/|M Nijhuis , M Babar , M Gibescu ...|IEEE Transactions on ...|2016|ieeexplore.ieee.org|... network loading, while the PowerMatching City [6] pilot is evaluating a local market -based DR ... however, highlight the conflicting interests between actors in the unbundled elec- tricity market ... on network constraints could shift demand to times of higher energy prices, however ...|24|62|2020-06-06|local+energy+market
Unconventional gas: potential energy market impacts in the European Union|vk_AdnG7dGEJ|http://sro.sussex.ac.uk/id/eprint/53953/1/LDNA25305ENN_002.pdf|S Sorrell , F Gracceva , A Eriksson, P Zeniewski ...|2012|2012|sro.sussex.ac.uk|... Unconventional Gas: Potential Energy Market Impacts in the European Union Page 2 ... Printed in 2012 Page 3. UNCONVENTIONAL GAS: POTENTIAL ENERGY MARKET IMPACTS IN THE EUROPEAN UNION A REPORT BY THE ENERGY SECURITY UNIT OF THE ...|69|59|2020-06-06|local+energy+market
Distributed robust energy management of a multimicrogrid system in the real-time energy market|YkE80JwuUycJ|https://ieeexplore.ieee.org/abstract/document/8141420/|Y Liu , Y Li, HB Gooi , Y Jian, H Xin ...|... Sustainable Energy|2017|ieeexplore.ieee.org|... It aims to optimize the total operational cost of the MGs through energy trading with neighboring MGs and the main grid in the real-time energy market ... Index Terms-Distributed optimal scheduling, robust optimiza- tion, multiple microgrids, real-time energy market , battery aging ...|48|61|2020-06-06|local+energy+market
Near real time load shifting control for residential electricity prosumers under designed and market indexed pricing models|RA1fdryUxX4J|https://www.sciencedirect.com/science/article/pii/S0306261914003857|A Di Giorgio , F Liberati|Applied Energy|2014|Elsevier|... paper presents an event driven model predictive control approach for a local energy management system ... the needs of maximizing self-consumption and minimizing the cost of energy consumption, in a contractual scenario characterized by designed or market indexed pricing ...|76|63|2020-06-06|local+energy+market
The economics of energy market transformation programs|V5n2qyOz7DcJ|https://www.iaee.org/en/Publications/ejarticle.aspx?id=1323|R Duke, DM Kammen|The Energy Journal|1999|iaee.org|Page 1. The Economics of Energy Market Transformation Programs Richard Duke* and Daniel M. Kammen ... on a global basis, fossil fuel subsidization is the rule. Gray (1995). Page 3. Economics of Energy Market Transformation / 17 ...|138|64|2020-06-06|local+energy+market
Forecasting next-day price of electricity in the Spanish energy market using artificial neural networks|pBoXl37hNc0J|https://www.sciencedirect.com/science/article/pii/S0952197607000097|R Pino, J Parreno, A Gomez , P Priore|Engineering Applications of ...|2008|Elsevier|... Energy producers and energy purchasers both attend this stock exchange, presenting and matching purchasing ... Market operator determines the technical restrictions that have to be applied to the ... or the transmission lines, a higher or lower than expected local temperature, or ...|140|65|2020-06-06|local+energy+market
Assessment of the energy and economic performance of second generation biofuel production processes using energy market scenarios|ZFMubFHtlUQJ|https://www.sciencedirect.com/science/article/pii/S0306261912002383|S Heyne, S Harvey|Applied Energy|2013|Elsevier|... [12] investigate bioethanol and biogas production as transport fuels within a regional context taking into account local conditions ... The capability of the energy market scenario tool is thereby extended to allow a multifaceted scenario-specific evaluation of different processes ...|69|66|2020-06-06|local+energy+market
Imperfect competition in the international energy market : a computerized Nash-Cournot model|bfCJE22Vj-oJ|https://pubsonline.informs.org/doi/abs/10.1287/opre.30.2.252|SW Salant|Operations research|1982|pubsonline.informs.org|Page 1. Imperfect Competition in the International Energy Market : A Computerized Nash-Cournot Model STEPHEN W. SALANT California Institute of Technology, Pasadena, and Rand Corporation, Santa Monica, California (Received May 1980; revised March 1981; accepted ...|107|69|2020-06-06|local+energy+market
Market influence on the low carbon energy refurbishment of existing multi-residential buildings|WQYXU-GPmUMJ|https://www.sciencedirect.com/science/article/pii/S0301421509000913|JGB Atkinson, T Jackson , E Mullings-Smith|Energy policy|2009|Elsevier|... market mechanisms ( MARKET )-a substantial enhancement of the current raft of market mechanisms that ... scope of capital grant funding for efficient and low carbon energy solutions using ... Public sector-led renewables expansion (PUBLIC)-the use of local planning authority ...|44|67|2020-06-06|local+energy+market
Assessing the benefits of residential demand response in a real time distribution energy market|5kN3zVV9zcsJ|https://www.sciencedirect.com/science/article/pii/S0306261915012441|P Siano , D Sarno|Applied Energy|2016|Elsevier|... is realized by microgrids [2], electrical networks composed of small scale independent power producers, Distributed Generators (DGs), local storage devices ... in order to allow smart grids and DR potentials paving the way to a new electrical energy market â€œtransactiveâ€� paradigm ...|195|70|2020-06-06|local+energy+market
A risk-based approach for modeling the strategic behavior of a distribution company in wholesale energy market|YsdFY1WdYBoJ|https://www.sciencedirect.com/science/article/pii/S0306261918300631|P Sheikhahmadi , S Bahramara , J Moshtagh ...|Applied energy|2018|Elsevier|... to solve the problem. In [16], a decision-making model is used for a new type of aggregator called smart energy service provider which operates in local electricity market to meet the Disco requests. In [17], the operation problem ...|16|68|2020-06-06|local+energy+market
Plugging into energy market diversity|iubXF9h59igJ|http://conferences.sigcomm.org/hotnets/2008/papers/HotNets2008proceedings.pdf#page=47|A Qureshi|Proc. 7th ACM Workshop on Hot Topics in ...|2008|conferences.sigcomm.org|... The mechanism described here, for example, would automatically integrate market infor- mation and route around multi-day ... If energy costs con- tinue to rise relative to equipment, it may be better mod ... of scale inherent to large data centers and the possibility of local tax incentives ...|45|71|2020-06-06|local+energy+market
The security-constrained commitment and dispatch for Midwest ISO day-ahead co-optimized energy and ancillary service market|50Zb5qotOasJ|https://ieeexplore.ieee.org/abstract/document/5275943/|X Ma, H Song, M Hong , J Wan...|... IEEE Power &amp; Energy ...|2009|ieeexplore.ieee.org|... The energy markets produce DA and RT locational marginal prices (LMPs) that can vary across the region to reflect local generation production marginal costs, transmission congestion, and transmission losses. The Midwest ISO energy market utilizes a two-settlement ...|42|72|2020-06-06|local+energy+market
A prosumer oriented energy market|X4loqtTuBeIJ|https://www.researchgate.net/profile/Bernt_Bremdal2/publication/326786213_Prosumer_oriented_business_in_the_energy_market/links/5cb6d09c4585156cd79db606/Prosumer-oriented-business-in-the-energy-market.pdf|I Shandurkova, BA Bremdal, R Bacher...|...|2012|researchgate.net|... Supported by high resolution measurements (eg hourly or less) and distributed, local storage capacities, new opportunities for participation takes place ... However, we should anticipate the emergence of totally new players in the energy market who would be eager to pursue the ...|29|73|2020-06-06|local+energy+market
Risk and promise in energy market liberalization: consumer choice in buying electricity|wV4XKV8BUg8J|https://www.sciencedirect.com/science/article/pii/S0306261999000975|B Barton|Applied energy|1999|Elsevier|... Actual competition also calls for the establishment of an electricity pool or exchange where generator companies and purchasers such as local distribution companies, large industrial consumers and energy brokers can bid for power and allow market pressures to establish ...|18|74|2020-06-06|local+energy+market
Exploring the acceptance of a domestic distributed energy market in Australia|ealjr0amHkQJ|https://www.tandfonline.com/doi/abs/10.1080/14486563.2008.9725189|J Gardner , SG Carr-Cornish ...|Australasian Journal of ...|2008|Taylor &amp; Francis|... adoption of small local power generators presents a path for early action on climate change by reducing the emissions associated with a centralised fossil fuel electricity system. A strong potential influence on the emergence of a domestic distributed energy market in Australia is ...|11|76|2020-06-06|local+energy+market
Gradual reforms and the emergence of energy market in China: Evidence from tests for convergence of energy prices|5AyH50sMa_QJ|https://www.sciencedirect.com/science/article/pii/S0301421509004583|H Ma, L Oxley , J Gibson|Energy Policy|2009|Elsevier|... serve as indicators when assessing the performance of local officials and hence local officials have little ... 3 As a result, the prices of major energy sources have increased significantly and have appeared to become more sensitive to international market trends (Hang ...|36|77|2020-06-06|local+energy+market
Grid and Market Hub: Empowering Local Energy Communities in InteGrid|WguDGorwWDMJ|https://integrid-h2020.eu/assets/artigos_cientificos/Grid%20and%20market%20hub%20empowrting%20local%20energy%20communities%20in%20InteGrid[1].pdf|R Bessa , F Coelho, X Rodrigues...|Proceedings of the ...|2018|integrid-h2020.eu|This paper describes the grid and market hub (gm-hub) platform that is being developed as part of the H2020 InteGrid project and its capabilities to empower local energy communities by democratizing access to smart meter data and foster data-driven energy services. The gm ...|1|78|2020-06-06|local+energy+market
The impact of smart grid prosumer grouping on forecasting accuracy and its benefits for local electricity market trading|grDLmtuLhEoJ|https://ieeexplore.ieee.org/abstract/document/6684330/|PG Da Silva , D Ilić , S Karnouskos|IEEE Transactions on Smart ...|2013|ieeexplore.ieee.org|... the effects forecasting errors have on trading in an intra-day local electricity market ... individuals to reduce their costs, and participate more effectively in the market . Index Terms-Autonomous agents, demand forecasting, energy management, renewable energy resources, smart ...|143|75|2020-06-06|local+energy+market
Bulgarian electricity market restructuring|yaZOf9_yC4IJ|https://www.sciencedirect.com/science/article/pii/S0957178708000325|P Ganev|Utilities Policy|2009|Elsevier|... TPP Maritza East III, 840, Local lignite. TPP Maritza-3, 120, Local lignite. TPP Bobov Dol, 630, Local brown coal. TPP Varna, 1260, Imported black coal. TPP Russe, 400, Imported black coal ... The project may significantly hamper energy market liberalization ...|18|79|2020-06-06|local+energy+market
Excess heat from kraft pulp mills: Trade-offs between internal and external use in the case of Sweden-Part 2: Results for future energy market scenarios|VZ8Sa5BSGHYJ|https://www.sciencedirect.com/science/article/pii/S0301421508003613|J Jönsson, IL Svensson, T Berntsson, B Moshfegh|Energy Policy|2008|Elsevier|... can be evaluated from both an economic and an environmental point of view and for different future energy market scenarios ... a Information about the heat loads was received from the local energy companies GÃ¤vle Energi, Tekniska Verken in LinkÃ¶ping and Tekniska Verken in ...|61|80|2020-06-06|local+energy+market
Distributed multi-generation: A comprehensive view|D78wAE79cXkJ|https://www.sciencedirect.com/science/article/pii/S1364032107001578|G Chicco , P Mancarella|Renewable and sustainable energy reviews|2009|Elsevier|... In this light, a key direction for improving the characteristics of the local energy production concerns the integration of the concepts of distributed energy resources and combined production of different energy vectors into a comprehensive distributed multi-generation (DMG ...|704|81|2020-06-06|local+energy+market
Study on the development of the renewable energy Market in Latin America and the Caribbean|W-x4w4wIQg4J|https://publications.iadb.org/en/handle/11319/6711|AM Majano|2017|2017|publications.iadb.org|... STUDY ON THE DEVELOPMENT OF THE RENEWABLE ENERGY MARKET IN LATIN AMERICA AND THE CARIBBEAN UNDER THE IDB CLIMATE CHANGE EVALUATION ... Low-cost financing and the scaling up of local industries are important keys to realizing that potential ...|31|83|2020-06-06|local+energy+market
Demand charge considerations in the optimization of cogeneration dispatch in a deregulated energy market|711VZA90W3YJ|https://onlinelibrary.wiley.com/doi/abs/10.1002/er.1168|B Coffey , E Kutrowski|International journal of energy research|2006|Wiley Online Library|... the following charges, all of which are based on the kWh consumption: the summation of hourly consumption multiplied by the hourly energy price (&#39;Electricity Charge&#39;); distribution charges from the central grid and from the local distributor (&#39;Wholesale Market Charge&#39; and &#39;Debt ...|18|84|2020-06-06|local+energy+market
Prioritizing customers for neighborhood energy sharing in residential microgrids with a transactive energy market|I_0HMfdmb70J|https://ieeexplore.ieee.org/abstract/document/8274582/|F Opadokun, TK Roy , MN Akter ...|... IEEE Power &amp; Energy ...|2017|ieeexplore.ieee.org|... Index Terms-Neighborhood energy sharing, transactive en- ergy market , energy trading, priority, electricity prices ... However, if there is still excess energy even after fulfilling the local energy shortage, this excess energy will be sold to the main grid ...|10|82|2020-06-06|local+energy+market
Potential impacts assessment of plug-in electric vehicles on the Portuguese energy market|2x3KtVoy7MQJ|https://www.sciencedirect.com/science/article/pii/S0301421511004988|C Camus, T Farias, J Esteves|Energy Policy|2011|Elsevier|... a whole supply curve per hour and the crossing point of the expected hourly energy demand with this supply curve gives the hourly market price where at the same time the energy is produced by each technology in each hour. The vehicles&#39; data for the annual local emissions of ...|51|86|2020-06-06|local+energy+market
Why have greenhouse emissions in RGGI states declined? An econometric attribution to economic, energy market , and policy factors|zDkq8syM_2EJ|https://www.sciencedirect.com/science/article/pii/S0140988315002273|BC Murray , PT Maniloff|Energy Economics|2015|Elsevier|... prices. Moreover, local price departures from national trends may be endogenous to local generation decisions ... RPS. â€¢ Contemporaneous factors in the natural gas and energy markets not picked up via their market prices. To ...|72|85|2020-06-06|local+energy+market
Transmission loss allocation: I. Single energy market|8GqAsG7WoPsJ|https://ieeexplore.ieee.org/abstract/document/1245562/|AML Da Silva ...|IEEE Transactions on ...|2003|ieeexplore.ieee.org|... [10] YH Moon, JS Jung, HS Ryu, and BK Choi, “Buswise loss evalua- tion algorithm for local spot pricing ... JGC Costa, JCO Mello, JC Abreu, SP Romero, and R. Treistman, “Determination of loss factors to be applied to the Brazilian wholesale electric energy market ” (in Portuguese ...|108|87|2020-06-06|local+energy+market
Energy saving in energy market reform-The feed-in tariffs option|2lY-MqsxRLYJ|https://www.sciencedirect.com/science/article/pii/S0301421512006362|N Eyre|Energy Policy|2013|Elsevier|... Historically this has usually been for innovative, clean technologies, but UK electricity market reform proposes ... system of incentives providing a transparent incentive for householders and other involved in energy saving schemes, including local authorities, community ...|42|88|2020-06-06|local+energy+market
Integrating load reduction into wholesale energy market with application to wind power integration|2mwxUM8Q2LcJ|https://ieeexplore.ieee.org/abstract/document/6003741/|M Parvania , M Fotuhi-Firuzabad|IEEE Systems Journal|2011|ieeexplore.ieee.org|... The DR program provides a framework to procure load reduction from DR resources in the wholesale energy market . The participants in the program submit their offer packages to provide load reduction in the day- ahead energy market ...|120|89|2020-06-06|local+energy+market
